3925.72,35,Argon
3928.62,50,Argon
3932.55,25,Argon
3946.1,70,Argon
3947.51,7,Argon
3948.98,35,Argon
3979.36,20,Argon
3994.79,35,Argon
4013.86,50,Argon
4033.81,50,Argon
4035.46,20,Argon
4042.89,150,Argon
4044.42,50,Argon
4052.92,100,Argon
4072.01,200,Argon
4072.39,70,Argon
4076.63,25,Argon
4079.57,35,Argon
4082.39,25,Argon
4103.91,150,Argon
4131.72,300,Argon
4156.09,35,Argon
4158.59,400,Argon
4164.18,50,Argon
4179.3,35,Argon
4181.88,50,Argon
4190.71,100,Argon
4191.03,50,Argon
4198.32,200,Argon
4200.67,400,Argon
4218.67,25,Argon
4222.64,25,Argon
4226.99,25,Argon
4228.16,100,Argon
4237.22,100,Argon
4251.19,25,Argon
4259.36,200,Argon
4266.29,100,Argon
4266.53,70,Argon
4272.17,150,Argon
4277.53,550,Argon
4282.9,20,Argon
4300.1,100,Argon
4300.65,25,Argon
4309.24,70,Argon
4331.2,200,Argon
4332.03,50,Argon
4333.56,100,Argon
4335.34,50,Argon
4345.17,25,Argon
4348.06,800,Argon
4352.21,50,Argon
4362.07,25,Argon
4367.83,50,Argon
4370.75,200,Argon
4371.33,70,Argon
4375.95,50,Argon
4379.67,150,Argon
4385.06,50,Argon
4400.1,70,Argon
4400.99,200,Argon
4426,400,Argon
4430.19,150,Argon
4431,50,Argon
4433.84,50,Argon
4439.46,20,Argon
4448.88,35,Argon
4474.76,100,Argon
4481.81,200,Argon
4510.73,100,Argon
4522.32,20,Argon
4530.55,20,Argon
4545.05,400,Argon
4564.41,20,Argon
4579.35,400,Argon
4589.9,400,Argon
4596.1,15,Argon
4609.57,550,Argon
4628.44,7,Argon
4637.23,35,Argon
4657.9,400,Argon
4702.32,15,Argon
4721.59,20,Argon
4726.87,550,Argon
4732.05,50,Argon
4735.91,300,Argon
4764.87,800,Argon
4806.02,550,Argon
4847.81,150,Argon
4865.91,50,Argon
4879.86,800,Argon
4889.04,70,Argon
4904.75,20,Argon
4933.21,35,Argon
4965.08,200,Argon
5009.33,50,Argon
5017.16,70,Argon
5062.04,70,Argon
5090.5,20,Argon
5141.78,100,Argon
5145.31,70,Argon
5151.39,5,Argon
5162.29,15,Argon
5165.77,25,Argon
5187.75,20,Argon
5216.81,20,Argon
5221.27,7,Argon
5421.35,5,Argon
5451.65,10,Argon
5495.87,25,Argon
5506.11,5,Argon
5558.7,25,Argon
5572.54,10,Argon
5606.73,35,Argon
5650.7,20,Argon
5739.52,10,Argon
5834.26,5,Argon
5860.31,10,Argon
5882.62,15,Argon
5888.58,25,Argon
5912.09,50,Argon
5928.81,15,Argon
5942.67,5,Argon
5987.3,7,Argon
5999,5,Argon
6025.15,5,Argon
6032.13,70,Argon
6043.22,35,Argon
6052.72,10,Argon
6059.37,20,Argon
6098.8,7,Argon
6105.64,10,Argon
6114.92,100,Argon
6145.44,10,Argon
6170.17,7,Argon
6172.28,150,Argon
6173.1,10,Argon
6212.5,10,Argon
6215.94,5,Argon
6243.12,25,Argon
6296.87,7,Argon
6307.66,15,Argon
6369.58,7,Argon
6384.72,20,Argon
6416.31,70,Argon
6483.08,25,Argon
6538.11,15,Argon
6604.85,15,Argon
6638.22,25,Argon
6639.74,20,Argon
6643.7,50,Argon
6660.68,5,Argon
6664.05,5,Argon
6666.36,25,Argon
6677.28,100,Argon
6684.29,35,Argon
6752.83,150,Argon
6756.16,5,Argon
6766.61,15,Argon
6861.27,20,Argon
6871.29,150,Argon
6879.58,5,Argon
6888.17,10,Argon
6937.66,50,Argon
6951.48,7,Argon
6960.25,7,Argon
6965.43,9999,Argon
7030.25,150,Argon
7067.22,9999,Argon
7068.74,100,Argon
7107.48,25,Argon
7125.82,25,Argon
7147.04,1000,Argon
7158.84,15,Argon
